INCIDENT NUMBER,CHARGE ID,CHARGE DATE,REPORT DATE,APPROVED DATE,ATTEMPTED OR COMMITTED,STREET ADDRESS,SUBADDRESS,CITY,STATE,ZIP CODE,DISTRICT,ZONE,SUBZONE,STATUTE TITLE,STATUTE DESCRIPTION,STATUTE CATEGORY,CRIME AGAINST,NIBRS CODE,NIBRS DESCRIPTION,CENSUS BLOCK GROUP,COUNCIL DISTRICT,CRIME PREVENTION DISTRICT,NEIGHBORHOOD,LONGITUDE,LATITUDE,GEOLOCATION
21-041357,24557376-6B7F-42FF-B14E-B8E6E3ECD9BA,05/01/2021 11:36:10 PM,05/02/2021 02:00:33 AM,05/10/2021 01:54:56 AM,COMMITTED,1115 GOVERNMENT ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17732,30.44396,POINT (-91.177322 30.443965)
21-018939,62439F18-3A48-49F1-A6A6-1E6150286CA3,02/28/2021 12:37:19 PM,03/01/2021 08:04:23 AM,07/19/2021 11:13:12 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:35.3,DOMESTIC ABUSE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-132723,D3F51F09-A73F-4ACB-9890-02518ED4E332,12/28/2021 12:23:13 AM,12/28/2021 01:05:17 AM,01/01/2022 12:25:22 AM,ATTEMPTED,1120 SPANISH TOWN RD,,BATON ROUGE,LA,70802,1,1A,1A2,14:30.1,SECOND DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17760,30.45464,POINT (-91.177604 30.454636)
21-027122,95FED35D-1564-4437-845A-00836ACA6412,03/23/2021 08:34:47 PM,03/23/2021 09:09:00 PM,03/11/2023 08:24:37 AM,COMMITTED,1120 GOVERNMENT ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17674,30.44324,POINT (-91.176741 30.443235)
21-124518,8B5B760D-183F-40C8-ADC5-C74D9CE7D5EA,12/05/2021 04:57:53 PM,12/05/2021 09:05:33 PM,12/15/2021 09:08:33 PM,COMMITTED,1041 CHARLES T. SMITH DR,,BATON ROUGE,LA,70802,1,1A,1A1,13:38,SIMPLE ASSAULT,ASSAULT,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17852,30.44635,POINT (-91.178521 30.446352)
21-073364,84DAE927-89FF-49A0-A87E-620CC5378B8B,07/26/2021 09:15:03 AM,07/26/2021 10:40:15 AM,07/29/2021 11:44:38 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:35.3(I),DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-119595,31F1238C-A206-431A-ADF8-6966D1E12F02,11/21/2021 07:52:17 PM,12/14/2021 09:47:45 PM,12/17/2021 01:15:41 PM,ATTEMPTED,446 N 12TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:30,FIRST DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17734,30.45124,POINT (-91.177339 30.451235)
21-073364,17D9C4B4-A649-4273-80A3-3933F2D28AF0,07/26/2021 09:15:03 AM,07/26/2021 10:40:15 AM,07/29/2021 11:44:38 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-037067,45B52722-6D2B-4508-8947-E17D369CA0AD,04/20/2021 08:58:06 AM,04/20/2021 07:03:10 PM,05/24/2021 01:51:42 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:35.3(I),DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-082242,7E8DCA02-C9D3-41E9-B57F-DB4F745B379C,08/19/2021 08:35:16 AM,08/19/2021 09:00:12 AM,08/23/2021 12:06:36 PM,COMMITTED,N INTERSTATE 110 HWY / FUQUA ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:37.4,AGGRAVATED ASSAULT WITH A FIREARM,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17106,30.45724,POINT (-91.171055 30.457241)
21-075886,BC236741-826F-4820-89DE-D0E8C4F1D047,08/02/2021 01:13:17 AM,08/01/2021 01:13:00 AM,01/13/2023 10:47:49 AM,COMMITTED,146 S 21ST ST,,BATON ROUGE,LA,70806,1,1A,1A1,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.16712,30.44731,POINT (-91.167122 30.447307)
21-063143,3339EB44-FA9D-4ACA-B54A-6A71D38C73F2,06/29/2021 09:46:24 AM,06/29/2021 11:41:05 AM,05/04/2023 06:15:53 AM,COMMITTED,,,BATON ROUGE,LA,70802,2,2A,2A1,14:35.3(I),DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-098839,DD75751E-60DA-4D0F-A48A-61B7A572583C,09/29/2021 02:09:17 AM,11/08/2021 03:28:00 PM,11/10/2021 01:33:21 PM,COMMITTED,SOUTH ST / S 12TH ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:30.1,SECOND DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17711,30.43967,POINT (-91.177108 30.439672)
21-042373,122985ED-FA8B-49C2-8C07-5C3975382D61,05/04/2021 05:57:18 PM,05/04/2021 08:41:28 PM,05/05/2021 08:02:12 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,13:35.3,DOMESTIC ABUSE BATTERY/CC,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-026388,6413BC20-1A1F-436E-88F8-FAC53090B8F8,03/21/2021 04:36:18 PM,03/21/2021 11:02:41 PM,03/26/2021 02:40:27 PM,COMMITTED,700 N 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17126,30.45381,POINT (-91.171257 30.45381)
21-112428,2793384E-F455-40C7-BBB9-E9C05A8896A1,11/02/2021 06:01:32 PM,11/02/2021 06:57:00 PM,11/03/2021 08:26:48 PM,COMMITTED,1334 FLORIDA ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:54.1,COMMUNICATING OF FALSE INFORMATION OF PLANNED ARSON,OTHER,PERSON,13C,INTIMIDATION,,10,,DOWNTOWN EAST,-91.17601,30.44918,POINT (-91.17601 30.449182)
21-063524,00250B62-5942-4A1D-8B89-8C5CA910E593,06/30/2021 07:24:47 AM,06/30/2021 08:48:07 AM,07/06/2021 10:01:05 AM,COMMITTED,1623 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17238,30.44896,POINT (-91.172381 30.448963)
21-069419,96ACA1E9-C186-48A2-95C4-F2253255D996,07/15/2021 03:10:26 PM,07/15/2021 10:42:04 PM,05/12/2023 12:09:28 PM,COMMITTED,702 S 18TH ST,,BATON ROUGE,LA,70802,2,2A,2A1,13:38,SIMPLE ASSAULT,ASSAULT,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17039,30.44178,POINT (-91.170391 30.441783)
21-088457,C166DB43-BC66-42A3-8430-183ECAC1B5D9,09/02/2021 09:05:42 PM,09/02/2021 10:48:52 PM,09/07/2021 05:06:46 PM,COMMITTED,,,BATON ROUGE,LA,70802,2,2A,2A1,14:81.2,MOLESTATION OF A JUVENILE,JUVENILE,PERSON,11D,FORCIBLE FONDLING,,10,,DOWNTOWN EAST,,,
21-073240,B510DAE8-0542-43FC-A93D-063C72DAEC3C,07/25/2021 10:44:43 PM,07/26/2021 04:50:57 PM,07/30/2021 02:53:26 AM,COMMITTED,928 N 19TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.16940,30.45712,POINT (-91.169402 30.45712)
21-089834,DAAEF387-496E-4631-BAEE-4ECE58677CC8,09/06/2021 04:10:33 AM,09/06/2021 05:13:55 PM,03/16/2022 08:32:23 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:37.4,AGGRAVATED ASSAULT WITH A FIREARM,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-093934,00E25BCA-631E-41F7-B231-27F78267A971,09/16/2021 11:27:23 AM,09/16/2021 12:58:00 PM,09/21/2021 05:09:26 PM,COMMITTED,1623 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17238,30.44896,POINT (-91.172381 30.448963)
21-128782,F044AA5C-E622-42F2-8DCE-38694AECCB5D,12/16/2021 07:31:10 PM,12/16/2021 07:55:54 PM,12/23/2021 09:04:44 PM,COMMITTED,1503 GOVERNMENT ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.2,BATTERY OF A POLICE OFFICER,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17293,30.44404,POINT (-91.172926 30.444041)
21-089834,130BD1ED-3057-4A36-BADE-B8E980D9B451,09/06/2021 04:10:33 AM,09/06/2021 05:13:55 PM,03/16/2022 08:32:23 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:37.4,AGGRAVATED ASSAULT WITH A FIREARM,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-119587,1FE7A355-C0B9-474F-80F8-B6E5E79710E6,11/21/2021 06:29:29 PM,11/21/2021 08:33:43 PM,11/22/2021 07:20:17 PM,COMMITTED,1410 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17488,30.44849,POINT (-91.174876 30.448493)
21-007952,CA9CBF01-CAC9-45B7-B840-0BFE7A5BB0EB,01/26/2021 09:19:30 AM,01/26/2021 11:02:30 AM,07/16/2021 10:49:07 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:35.3,DOMESTIC ABUSE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
